PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"26546002","Wide-Ranging Effects of the Yeast Ptc1 Protein Phosphatase Acting Through the MAPK Kinase Mkk1","Tatjer L, Sacristán-Reviriego A, Casado C, González A, Rodríguez-Porrata B, Palacios L, Canadell D, Serra-Cardona A, Martín H, Molina M, Ariño J.","Genetics. 2016 Jan;202(1):141-56. doi: 10.1534/genetics.115.183202. Epub 2015 Nov 6.","Tatjer L","Genetics","2016","2015/11/08","PMC4701081","","10.1534/genetics.115.183202"
"33252673","Frequent Assembly of Chimeric Complexes in the Protein Interaction Network of an Interspecies Yeast Hybrid","Dandage R, Berger CM, Gagnon-Arsenault I, Moon KM, Stacey RG, Foster LJ, Landry CR.","Mol Biol Evol. 2021 Apr 13;38(4):1384-1401. doi: 10.1093/molbev/msaa298.","Dandage R","Mol Biol Evol","2021","2020/11/30","PMC8042767","","10.1093/molbev/msaa298"
"33174603","Datanator: an integrated database of molecular data for quantitatively modeling cellular behavior","Roth YD, Lian Z, Pochiraju S, Shaikh B, Karr JR.","Nucleic Acids Res. 2021 Jan 8;49(D1):D516-D522. doi: 10.1093/nar/gkaa1008.","Roth YD","Nucleic Acids Res","2021","2020/11/11","PMC7779073","","10.1093/nar/gkaa1008"
"26527722","2016 update of the PRIDE database and its related tools","Vizcaíno JA, Csordas A, del-Toro N, Dianes JA, Griss J, Lavidas I, Mayer G, Perez-Riverol Y, Reisinger F, Ternent T, Xu QW, Wang R, Hermjakob H.","Nucleic Acids Res. 2016 Jan 4;44(D1):D447-56. doi: 10.1093/nar/gkv1145. Epub 2015 Nov 2.","Vizcaíno JA","Nucleic Acids Res","2016","2015/11/04","PMC4702828","","10.1093/nar/gkv1145"
"40646010","Defining subgroups of pediatric nephrotic patients with urine proteomics","Cummins TD, Mariani LH, Wilkey DW, Jortani SA, Helmuth M, Rane MJ, Merchant ML, Kamigaki Y, Theesfeld C, McCown PJ, Ju W, Dougherty JA, McRitchie S, Pathmasiri W, Kretzler M, Sumner SJ, Smoyer WE, Klein JB; Cure Glomerulonephropathy (CureGN) Consortium.","Sci Rep. 2025 Jul 11;15(1):25064. doi: 10.1038/s41598-025-05150-6.","Cummins TD","Sci Rep","2025","2025/07/11","PMC12393002","","10.1038/s41598-025-05150-6"
"36088548","Systematic assessment of pathway databases, based on a diverse collection of user-submitted experiments","Gable AL, Szklarczyk D, Lyon D, Matias Rodrigues JF, von Mering C.","Brief Bioinform. 2022 Sep 20;23(5):bbac355. doi: 10.1093/bib/bbac355.","Gable AL","Brief Bioinform","2022","2022/09/11","PMC9487593","","10.1093/bib/bbac355"
"27362362","Regulation of the Na+/K+-ATPase Ena1 Expression by Calcineurin/Crz1 under High pH Stress: A Quantitative Study","Petrezsélyová S, López-Malo M, Canadell D, Roque A, Serra-Cardona A, Marqués MC, Vilaprinyó E, Alves R, Yenush L, Ariño J.","PLoS One. 2016 Jun 30;11(6):e0158424. doi: 10.1371/journal.pone.0158424. eCollection 2016.","Petrezsélyová S","PLoS One","2016","2016/07/01","PMC4928930","","10.1371/journal.pone.0158424"
"32598315","The first 10 years of the international coordination network for standards in systems and synthetic biology (COMBINE)","Waltemath D, Golebiewski M, Blinov ML, Gleeson P, Hermjakob H, Hucka M, Inau ET, Keating SM, König M, Krebs O, Malik-Sheriff RS, Nickerson D, Oberortner E, Sauro HM, Schreiber F, Smith L, Stefan MI, Wittig U, Myers CJ.","J Integr Bioinform. 2020 Jun 29;17(2-3):20200005. doi: 10.1515/jib-2020-0005.","Waltemath D","J Integr Bioinform","2020","2020/06/30","PMC7756615","","10.1515/jib-2020-0005"
"33821549","Proteome constraints reveal targets for improving microbial fitness in nutrient-rich environments","Chen Y, van Pelt-KleinJan E, van Olst B, Douwenga S, Boeren S, Bachmann H, Molenaar D, Nielsen J, Teusink B.","Mol Syst Biol. 2021 Apr;17(4):e10093. doi: 10.15252/msb.202010093.","Chen Y","Mol Syst Biol","2021","2021/04/06","PMC8022198","","10.15252/msb.202010093"
"39291144","Identification of high-performing antibodies for SPARC-related modular calcium-binding protein 1 (SMOC-1) for use in Western Blot and immunoprecipitation","Ayoubi R, González Bolívar S, Nicouleau M, Southern K, Laflamme C; NeuroSGC/YCharOS/EDDU collaborative group.","F1000Res. 2024 Sep 5;12:1279. doi: 10.12688/f1000research.141800.2. eCollection 2023.","Ayoubi R","F1000Res","2024","2024/09/18","PMC11406118","","10.12688/f1000research.141800.2"
"27119079","Positive Selection and Centrality in the Yeast and Fly Protein-Protein Interaction Networks","Chakraborty S, Alvarez-Ponce D.","Biomed Res Int. 2016;2016:4658506. doi: 10.1155/2016/4658506. Epub 2016 Mar 28.","Chakraborty S","Biomed Res Int","2016","2016/04/28","PMC4826914","","10.1155/2016/4658506"
"30421914","HDAC1 Substrate Profiling Using Proteomics-Based Substrate Trapping","Nalawansha DA, Zhang Y, Herath K, Pflum MKH.","ACS Chem Biol. 2018 Dec 21;13(12):3315-3324. doi: 10.1021/acschembio.8b00737. Epub 2018 Dec 10.","Nalawansha DA","ACS Chem Biol","2018","2018/11/14","PMC6563814","NIHMS1033759","10.1021/acschembio.8b00737"
"30355764","RNA-Seq-Based Analysis Reveals Heterogeneity in Mature 16S rRNA 3' Termini and Extended Anti-Shine-Dalgarno Motifs in Bacterial Species","Silke JR, Wei Y, Xia X.","G3 (Bethesda). 2018 Dec 10;8(12):3973-3979. doi: 10.1534/g3.118.200729.","Silke JR","G3 (Bethesda)","2018","2018/10/26","PMC6288834","","10.1534/g3.118.200729"
"31659041","SERF engages in a fuzzy complex that accelerates primary nucleation of amyloid proteins","Meinen BA, Gadkari VV, Stull F, Ruotolo BT, Bardwell JCA.","Proc Natl Acad Sci U S A. 2019 Nov 12;116(46):23040-23049. doi: 10.1073/pnas.1913316116. Epub 2019 Oct 28.","Meinen BA","Proc Natl Acad Sci U S A","2019","2019/10/30","PMC6859325","","10.1073/pnas.1913316116"
"30235822","Iron in Friedreich Ataxia: A Central Role in the Pathophysiology or an Epiphenomenon?","Alsina D, Purroy R, Ros J, Tamarit J.","Pharmaceuticals (Basel). 2018 Sep 19;11(3):89. doi: 10.3390/ph11030089.","Alsina D","Pharmaceuticals (Basel)","2018","2018/09/22","PMC6161073","","10.3390/ph11030089"
"35945673","Functional compensation of mouse duplicates by their paralogs expressed in the same tissues","Luzuriaga-Neira A, Subramanian K, Alvarez-Ponce D.","Genome Biol Evol. 2022 Aug 10;14(8):evac126. doi: 10.1093/gbe/evac126. Online ahead of print.","Luzuriaga-Neira A","Genome Biol Evol","2022","2022/08/10","PMC9387915","","10.1093/gbe/evac126"
"30953073","Identification of common highly expressed genes of Salmonella Enteritidis by in silico prediction of gene expression and in vitro transcriptomic analysis","Chiok KLR, Shah DH.","Poult Sci. 2019 Jul 1;98(7):2948-2963. doi: 10.3382/ps/pez119.","Chiok KLR","Poult Sci","2019","2019/04/07","PMC6591687","","10.3382/ps/pez119"
"37860271","Identification of high-performing antibodies for Superoxide dismutase [Cu-Zn] 1 (SOD1) for use in Western blot, immunoprecipitation, and immunofluorescence","Ayoubi R, Alshafie W, You Z, Southern K, McPherson PS, Laflamme C.","F1000Res. 2023 Aug 31;12:391. doi: 10.12688/f1000research.132952.2. eCollection 2023.","Ayoubi R","F1000Res","2023","2023/10/20","PMC10582621","","10.12688/f1000research.132952.2"
"31069014","Large-scale in-silico identification of a tumor-specific antigen pool for targeted immunotherapy in triple-negative breast cancer","Kaufmann J, Wentzensen N, Brinker TJ, Grabe N.","Oncotarget. 2019 Apr 2;10(26):2515-2529. doi: 10.18632/oncotarget.26808. eCollection 2019 Apr 2.","Kaufmann J","Oncotarget","2019","2019/05/10","PMC6493464","","10.18632/oncotarget.26808"
"37627330","Cyclophilin D in Mitochondrial Dysfunction: A Key Player in Neurodegeneration?","Coluccino G, Muraca VP, Corazza A, Lippe G.","Biomolecules. 2023 Aug 18;13(8):1265. doi: 10.3390/biom13081265.","Coluccino G","Biomolecules","2023","2023/08/26","PMC10452829","","10.3390/biom13081265"
"29499131","Dynamic Regulation of Long-Chain Fatty Acid Oxidation by a Noncanonical Interaction between the MCL-1 BH3 Helix and VLCAD","Escudero S, Zaganjor E, Lee S, Mill CP, Morgan AM, Crawford EB, Chen J, Wales TE, Mourtada R, Luccarelli J, Bird GH, Steidl U, Engen JR, Haigis MC, Opferman JT, Walensky LD.","Mol Cell. 2018 Mar 1;69(5):729-743.e7. doi: 10.1016/j.molcel.2018.02.005.","Escudero S","Mol Cell","2018","2018/03/03","PMC5916823","NIHMS940191","10.1016/j.molcel.2018.02.005"
"34193117","Integration of enzyme constraints in a genome-scale metabolic model of Aspergillus niger improves phenotype predictions","Zhou J, Zhuang Y, Xia J.","Microb Cell Fact. 2021 Jun 30;20(1):125. doi: 10.1186/s12934-021-01614-2.","Zhou J","Microb Cell Fact","2021","2021/07/01","PMC8247156","","10.1186/s12934-021-01614-2"
"26516188","Integrated interactions database: tissue-specific view of the human and model organism interactomes","Kotlyar M, Pastrello C, Sheahan N, Jurisica I.","Nucleic Acids Res. 2016 Jan 4;44(D1):D536-41. doi: 10.1093/nar/gkv1115. Epub 2015 Oct 29.","Kotlyar M","Nucleic Acids Res","2016","2015/10/31","PMC4702811","","10.1093/nar/gkv1115"
"33504807","Treadmilling FtsZ polymers drive the directional movement of sPG-synthesis enzymes via a Brownian ratchet mechanism","McCausland JW, Yang X, Squyres GR, Lyu Z, Bruce KE, Lamanna MM, Söderström B, Garner EC, Winkler ME, Xiao J, Liu J.","Nat Commun. 2021 Jan 27;12(1):609. doi: 10.1038/s41467-020-20873-y.","McCausland JW","Nat Commun","2021","2021/01/28","PMC7840769","","10.1038/s41467-020-20873-y"
"37235586","Evolutionary trade-off and mutational bias could favor transcriptional over translational divergence within paralog pairs","Aubé S, Nielly-Thibault L, Landry CR.","PLoS Genet. 2023 May 26;19(5):e1010756. doi: 10.1371/journal.pgen.1010756. eCollection 2023 May.","Aubé S","PLoS Genet","2023","2023/05/26","PMC10275480","","10.1371/journal.pgen.1010756"
"37384305","The identification of high-performing antibodies for RNA-binding protein FUS for use in Western Blot, immunoprecipitation, and immunofluorescence","Alshalfie W, Fotouhi M, Ayoubi R, You Z, Southern K, McPherson PS, Laflamme C; NeuroSGC/YCharOS/EDDU collaborative group.","F1000Res. 2023 Jun 26;12:376. doi: 10.12688/f1000research.133220.2. eCollection 2023.","Alshalfie W","F1000Res","2023","2023/06/29","PMC10293799","","10.12688/f1000research.133220.2"
"40715459","Translation efficiency covariation identifies conserved coordination patterns across cell types","Liu Y, Rao S, Hoskins I, Geng M, Zhao Q, Chacko J, Ghatpande V, Qi K, Persyn L, Wang J, Zheng D, Zhong Y, Park D, Sarinay Cenik E, Agarwal V, Ozadam H, Cenik C.","Nat Biotechnol. 2025 Jul 25:10.1038/s41587-025-02718-5. doi: 10.1038/s41587-025-02718-5. Online ahead of print.","Liu Y","Nat Biotechnol","2025","2025/07/27","PMC12329774","NIHMS2101085","10.1038/s41587-025-02718-5"
